DON,Country,Title,Reporting Date,Reporting Agency,Index Date,Case Count,Death Count,Class,Location,Risk Factors,Modes of Transmission,Status,R0,URL,Pathogen(s),Latitude,Longitude,Population,Countries Affected,Case Fatality Rate,Rough R0,Severity,Coord,Summary
2022-DON390,Philippines,Multi-country monkeypox outbreak: situation update,05-13-2022,World Health Organization,05-13-2022,523.0,0,Epidemic,"Europe, North America, Nigeria, WHO European Region, Region of the Americas, Eastern Mediterranean Region, Western Pacific Region, Cameroon, Central African Republic, Democratic Republic of the Congo, Gabon, Ghana, Cote d’Ivoire, Liberia","- Frequent encounters between persons in close proximity and/or with physical contact
- Lack of early clinical recognition of an infection previously known to occur mostly in West and Central Africa
- Lack of adequate infection prevention and control measures by health workers","- Direct contact with an infected person, including sexual contact
- Contact with sick mammals such as rodents, marsupials, non-human primates
- Exposed to contact with lesions, body fluids, respiratory droplets and contaminated materials from an infected person or animal",Novel outbreak,"[0.3, 0.7]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON390,Monkeypox,14.58157135,120.98438911172187,108116615.0,13,0.0,0.5,7.766015344690192,"14.58157135,120.98438911172187","Country:
Philippines

Event Type:
Novel outbreak - Epidemic

Number of Countries Affected:
13

Reporting Agency:
World Health Organization

Modes of Transmission:
- Direct contact with an infected person, including sexual contact
- Contact with sick mammals such as rodents, marsupials, non-human primates
- Exposed to contact with lesions, body fluids, respiratory droplets and contaminated materials from an infected person or animal

Risk Factors:
- Frequent encounters between persons in close proximity and/or with physical contact
- Lack of early clinical recognition of an infection previously known to occur mostly in West and Central Africa
- Lack of adequate infection prevention and control measures by health workers"
2022-DON390,Turkey,Multi-country monkeypox outbreak: situation update,05-13-2022,World Health Organization,05-13-2022,523.0,0,Epidemic,"Europe, North America, Nigeria, WHO European Region, Region of the Americas, Eastern Mediterranean Region, Western Pacific Region, Cameroon, Central African Republic, Democratic Republic of the Congo, Gabon, Ghana, Cote d’Ivoire, Liberia","- Frequent encounters between persons in close proximity and/or with physical contact
- Lack of early clinical recognition of an infection previously known to occur mostly in West and Central Africa
- Lack of adequate infection prevention and control measures by health workers","- Direct contact with an infected person, including sexual contact
- Contact with sick mammals such as rodents, marsupials, non-human primates
- Exposed to contact with lesions, body fluids, respiratory droplets and contaminated materials from an infected person or animal",Novel outbreak,"[0.3, 0.7]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON390,Monkeypox,36.960571900000005,30.854841975493926,83429615.0,13,0.0,0.5,7.766015344690192,"36.960571900000005,30.854841975493926","Country:
Turkey

Event Type:
Novel outbreak - Epidemic

Number of Countries Affected:
13

Reporting Agency:
World Health Organization

Modes of Transmission:
- Direct contact with an infected person, including sexual contact
- Contact with sick mammals such as rodents, marsupials, non-human primates
- Exposed to contact with lesions, body fluids, respiratory droplets and contaminated materials from an infected person or animal

Risk Factors:
- Frequent encounters between persons in close proximity and/or with physical contact
- Lack of early clinical recognition of an infection previously known to occur mostly in West and Central Africa
- Lack of adequate infection prevention and control measures by health workers"
2022-DON390,United States of America,Multi-country monkeypox outbreak: situation update,05-13-2022,World Health Organization,05-13-2022,523.0,0,Epidemic,"Europe, North America, Nigeria, WHO European Region, Region of the Americas, Eastern Mediterranean Region, Western Pacific Region, Cameroon, Central African Republic, Democratic Republic of the Congo, Gabon, Ghana, Cote d’Ivoire, Liberia","- Frequent encounters between persons in close proximity and/or with physical contact
- Lack of early clinical recognition of an infection previously known to occur mostly in West and Central Africa
- Lack of adequate infection prevention and control measures by health workers","- Direct contact with an infected person, including sexual contact
- Contact with sick mammals such as rodents, marsupials, non-human primates
- Exposed to contact with lesions, body fluids, respiratory droplets and contaminated materials from an infected person or animal",Novel outbreak,"[0.3, 0.7]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON390,Monkeypox,41.5569651,-72.65550901797153,328239523.0,13,0.0,0.5,7.766015344690192,"41.5569651,-72.65550901797153","Country:
United States of America

Event Type:
Novel outbreak - Epidemic

Number of Countries Affected:
13

Reporting Agency:
World Health Organization

Modes of Transmission:
- Direct contact with an infected person, including sexual contact
- Contact with sick mammals such as rodents, marsupials, non-human primates
- Exposed to contact with lesions, body fluids, respiratory droplets and contaminated materials from an infected person or animal

Risk Factors:
- Frequent encounters between persons in close proximity and/or with physical contact
- Lack of early clinical recognition of an infection previously known to occur mostly in West and Central Africa
- Lack of adequate infection prevention and control measures by health workers"
2022-DON391,Iran,Cholera - Pakistan,04-26-2022,National IHR Focal Point of Pakistan,,290.0,9,Epidemic,"Pakistan, Sindh province, Balochistan province, Punjab province, Karachi city","- The most affected districts are located in Karachi city which is an industrial center, as well as a transport hub with airport and seaport.
- In Balochistan province, there is suboptimal surveillance, limited access to safe drinking water, and limited access to health care.
- Affected areas are in proximity to areas with active cross-border movement with Afghanistan and Iran.",None noted.,Existing epidemic,"[1.0, 4.0]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON391,Cholera,29.46463195,60.8565386683254,82913906.0,3,0.03103448275862069,2.5,11.910959350908627,"29.46463195,60.8565386683254","Country:
Iran

Event Type:
Existing epidemic - Epidemic

Number of Countries Affected:
3

Reporting Agency:
National IHR Focal Point of Pakistan

Modes of Transmission:
None noted.

Risk Factors:
- The most affected districts are located in Karachi city which is an industrial center, as well as a transport hub with airport and seaport.
- In Balochistan province, there is suboptimal surveillance, limited access to safe drinking water, and limited access to health care.
- Affected areas are in proximity to areas with active cross-border movement with Afghanistan and Iran."
2022-DON391,Pakistan,Cholera - Pakistan,04-26-2022,National IHR Focal Point of Pakistan,,290.0,9,Epidemic,"Pakistan, Sindh province, Balochistan province, Punjab province, Karachi city","- The most affected districts are located in Karachi city which is an industrial center, as well as a transport hub with airport and seaport.
- In Balochistan province, there is suboptimal surveillance, limited access to safe drinking water, and limited access to health care.
- Affected areas are in proximity to areas with active cross-border movement with Afghanistan and Iran.",None noted.,Existing epidemic,"[1.0, 4.0]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON391,Cholera,24.8485925,67.00638491702443,216565318.0,3,0.03103448275862069,2.5,11.910959350908627,"24.8485925,67.00638491702443","Country:
Pakistan

Event Type:
Existing epidemic - Epidemic

Number of Countries Affected:
3

Reporting Agency:
National IHR Focal Point of Pakistan

Modes of Transmission:
None noted.

Risk Factors:
- The most affected districts are located in Karachi city which is an industrial center, as well as a transport hub with airport and seaport.
- In Balochistan province, there is suboptimal surveillance, limited access to safe drinking water, and limited access to health care.
- Affected areas are in proximity to areas with active cross-border movement with Afghanistan and Iran."
2022-DON391,Spain,Cholera - Pakistan,04-26-2022,National IHR Focal Point of Pakistan,,290.0,9,Epidemic,"Pakistan, Sindh province, Balochistan province, Punjab province, Karachi city","- The most affected districts are located in Karachi city which is an industrial center, as well as a transport hub with airport and seaport.
- In Balochistan province, there is suboptimal surveillance, limited access to safe drinking water, and limited access to health care.
- Affected areas are in proximity to areas with active cross-border movement with Afghanistan and Iran.",None noted.,Existing epidemic,"[1.0, 4.0]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON391,Cholera,39.6200552,-0.3073296,47076781.0,3,0.03103448275862069,2.5,11.910959350908627,"39.6200552,-0.3073296","Country:
Spain

Event Type:
Existing epidemic - Epidemic

Number of Countries Affected:
3

Reporting Agency:
National IHR Focal Point of Pakistan

Modes of Transmission:
None noted.

Risk Factors:
- The most affected districts are located in Karachi city which is an industrial center, as well as a transport hub with airport and seaport.
- In Balochistan province, there is suboptimal surveillance, limited access to safe drinking water, and limited access to health care.
- Affected areas are in proximity to areas with active cross-border movement with Afghanistan and Iran."
2022-DON392,Ghana,Multi-country monkeypox outbreak: situation update,05-13-2022,World Health Organization,,505.0,72,Epidemic,"Region of the Americas, European Region, Eastern Mediterranean Region, Western Pacific Region, WHO African Region, Ghana, United States of America","- Being part of extended sexual networks
- Close or direct physical contact with infectious lesions or mucocutaneous sores, including during sexual activity
- Being a health worker without appropriate personal protective equipment
- Being a part of vulnerable groups like children and immunocompromised individuals, including persons with poorly controlled HIV
- Pregnancy
- Age over 42 to 50 years old with potentially waned immunity from smallpox vaccination","- Direct Contact (e.g., face-to-face, skin-to-skin, mouth-to-mouth, mouth-to-skin)
- Sexual Contact
- Contact with Lesions, Body Fluids, and Contaminated Materials",Existing epidemic,"[0.3, 0.7]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON392,Monkeypox,8.0300284,-1.0800271,30417856.0,5,0.14257425742574256,0.5,10.640945274763215,"8.0300284,-1.0800271","Country:
Ghana

Event Type:
Existing epidemic - Epidemic

Number of Countries Affected:
5

Reporting Agency:
World Health Organization

Modes of Transmission:
- Direct Contact (e.g., face-to-face, skin-to-skin, mouth-to-mouth, mouth-to-skin)
- Sexual Contact
- Contact with Lesions, Body Fluids, and Contaminated Materials

Risk Factors:
- Being part of extended sexual networks
- Close or direct physical contact with infectious lesions or mucocutaneous sores, including during sexual activity
- Being a health worker without appropriate personal protective equipment
- Being a part of vulnerable groups like children and immunocompromised individuals, including persons with poorly controlled HIV
- Pregnancy
- Age over 42 to 50 years old with potentially waned immunity from smallpox vaccination"
2022-DON392,Netherlands,Multi-country monkeypox outbreak: situation update,05-13-2022,World Health Organization,,505.0,72,Epidemic,"Region of the Americas, European Region, Eastern Mediterranean Region, Western Pacific Region, WHO African Region, Ghana, United States of America","- Being part of extended sexual networks
- Close or direct physical contact with infectious lesions or mucocutaneous sores, including during sexual activity
- Being a health worker without appropriate personal protective equipment
- Being a part of vulnerable groups like children and immunocompromised individuals, including persons with poorly controlled HIV
- Pregnancy
- Age over 42 to 50 years old with potentially waned immunity from smallpox vaccination","- Direct Contact (e.g., face-to-face, skin-to-skin, mouth-to-mouth, mouth-to-skin)
- Sexual Contact
- Contact with Lesions, Body Fluids, and Contaminated Materials",Existing epidemic,"[0.3, 0.7]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON392,Monkeypox,52.24764975,5.541246849406163,17332850.0,5,0.14257425742574256,0.5,10.640945274763215,"52.24764975,5.541246849406163","Country:
Netherlands

Event Type:
Existing epidemic - Epidemic

Number of Countries Affected:
5

Reporting Agency:
World Health Organization

Modes of Transmission:
- Direct Contact (e.g., face-to-face, skin-to-skin, mouth-to-mouth, mouth-to-skin)
- Sexual Contact
- Contact with Lesions, Body Fluids, and Contaminated Materials

Risk Factors:
- Being part of extended sexual networks
- Close or direct physical contact with infectious lesions or mucocutaneous sores, including during sexual activity
- Being a health worker without appropriate personal protective equipment
- Being a part of vulnerable groups like children and immunocompromised individuals, including persons with poorly controlled HIV
- Pregnancy
- Age over 42 to 50 years old with potentially waned immunity from smallpox vaccination"
2022-DON392,Philippines,Multi-country monkeypox outbreak: situation update,05-13-2022,World Health Organization,,505.0,72,Epidemic,"Region of the Americas, European Region, Eastern Mediterranean Region, Western Pacific Region, WHO African Region, Ghana, United States of America","- Being part of extended sexual networks
- Close or direct physical contact with infectious lesions or mucocutaneous sores, including during sexual activity
- Being a health worker without appropriate personal protective equipment
- Being a part of vulnerable groups like children and immunocompromised individuals, including persons with poorly controlled HIV
- Pregnancy
- Age over 42 to 50 years old with potentially waned immunity from smallpox vaccination","- Direct Contact (e.g., face-to-face, skin-to-skin, mouth-to-mouth, mouth-to-skin)
- Sexual Contact
- Contact with Lesions, Body Fluids, and Contaminated Materials",Existing epidemic,"[0.3, 0.7]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON392,Monkeypox,14.58157135,120.98438911172187,108116615.0,5,0.14257425742574256,0.5,10.640945274763215,"14.58157135,120.98438911172187","Country:
Philippines

Event Type:
Existing epidemic - Epidemic

Number of Countries Affected:
5

Reporting Agency:
World Health Organization

Modes of Transmission:
- Direct Contact (e.g., face-to-face, skin-to-skin, mouth-to-mouth, mouth-to-skin)
- Sexual Contact
- Contact with Lesions, Body Fluids, and Contaminated Materials

Risk Factors:
- Being part of extended sexual networks
- Close or direct physical contact with infectious lesions or mucocutaneous sores, including during sexual activity
- Being a health worker without appropriate personal protective equipment
- Being a part of vulnerable groups like children and immunocompromised individuals, including persons with poorly controlled HIV
- Pregnancy
- Age over 42 to 50 years old with potentially waned immunity from smallpox vaccination"
2022-DON392,Turkey,Multi-country monkeypox outbreak: situation update,05-13-2022,World Health Organization,,505.0,72,Epidemic,"Region of the Americas, European Region, Eastern Mediterranean Region, Western Pacific Region, WHO African Region, Ghana, United States of America","- Being part of extended sexual networks
- Close or direct physical contact with infectious lesions or mucocutaneous sores, including during sexual activity
- Being a health worker without appropriate personal protective equipment
- Being a part of vulnerable groups like children and immunocompromised individuals, including persons with poorly controlled HIV
- Pregnancy
- Age over 42 to 50 years old with potentially waned immunity from smallpox vaccination","- Direct Contact (e.g., face-to-face, skin-to-skin, mouth-to-mouth, mouth-to-skin)
- Sexual Contact
- Contact with Lesions, Body Fluids, and Contaminated Materials",Existing epidemic,"[0.3, 0.7]",https://www.who.int/emergencies/disease-outbreak-news/item/2022-DON392,Monkeypox,36.960571900000005,30.854841975493926,83429615.0,5,0.14257425742574256,0.5,10.640945274763215,"36.960571900000005,30.854841975493926","Country:
Turkey

Event Type:
Existing epidemic - Epidemic

Number of Countries Affected:
5

Reporting Agency:
World Health Organization

Modes of Transmission:
- Direct Contact (e.g., face-to-face, skin-to-skin, mouth-to-mouth, mouth-to-skin)
- Sexual Contact
- Contact with Lesions, Body Fluids, and Contaminated Materials

Risk Factors:
- Being part of extended sexual networks
- Close or direct physical contact with infectious lesions or mucocutaneous sores, including during sexual activity
- Being a health worker without appropriate personal protective equipment
- Being a part of vulnerable groups like children and immunocompromised individuals, including persons with poorly controlled HIV
- Pregnancy
- Age over 42 to 50 years old with potentially waned immunity from smallpox vaccination"
